"ORDEN","UNIDAD PRIMARIA GENERADORA DEL DATO QUE NOTIFICA EL EVENTO","FECHA NOTIFICACION","SEMANA EPIDEMIOLOGICA","AÑO","HOSPITALIZACION IRAG MENOR 1 AÑO","HOSPITALIZACION IRAG 1 AÑO","HOSPITALIZACION IRAG 2 A 4 AÑOS","HOSPITALIZACION IRAG 5 A 19 AÑOS","HOSPITALIZACION IRAG 20 A 39 AÑOS","HOSPITALIZACION IRAG 40 A 59 AÑOS","HOSPITALIZACION IRAG  MAYOR 60 AÑOS","TOTAL CASOS DE HOSPITALIZACIONES POR IRAG","TOTAL CAUSAS HOSPITALIZACIONES MENOR 1 AÑO","TOTAL CAUSAS HOSPITALIZACIONES 1 AÑO","TOTAL CAUSAS HOSPITALIZACIONES 2 A 4 AÑOS","TOTAL CAUSAS HOSPITALIZACIONES 5 A 19 AÑOS","TOTAL CAUSAS HOSPITALIZACIONES 20 A 39 AÑOS","TOTAL CAUSAS HOSPITALIZACIONES 40 A 59 AÑOS","TOTAL CAUSAS HOSPITALIZACIONES MAYOR 60 AÑOS","TOTAL HOSPITALIZACIONES POR TODAS LAS CAUSAS","HOSPITALIZACIONES EN UCI POR IRAG MENOR 1 AÑO","HOSPITALIZACIONES EN UCI POR IRAG 1 AÑO","HOSPITALIZACIONES EN UCI POR IRAG 2 A 4 AÑOS","HOSPITALIZACIONES EN UCI POR IRAG 5 A 19 AÑOS","HOSPITALIZACIONES EN UCI POR IRAG 20 A 39 AÑOS","HOSPITALIZACIONES EN UCI POR IRAG 40 A 59 AÑOS","HOSPITALIZACIONES EN UCI POR IRAG MAYOR 60 AÑOS","TOTAL DE LAS HOSPITALIZACIONES EN UCI POR IRAG","HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS MENOR 1 AÑO","HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 1 AÑO","HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 2 A 4 AÑOS","HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 5 A 19 AÑOS","HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 20 A 39 AÑOS","HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 40 A 59 AÑOS","HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS MAYOR 60 AÑOS","TOTAL TODAS LAS HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS","MUERTES POR IRAG MENOR 1 AÑO","MUERTES POR IRAG 1 AÑO","MUERTES POR IRAG 2 A 4 AÑOS","MUERTES POR IRAG 5 A 19 AÑOS","MUERTES POR IRAG 20 A 39 AÑOS","MUERTES POR IRAG 40 A 59 AÑOS","MUERTES POR IRAG MAYOR 60 AÑOS","TOTAL DE MUERTES POR IRAG","TODAS LAS CAUSAS DE MUERTE MENOR 1 AÑO","TODAS LAS CAUSAS DE MUERTE 1 AÑO","TODAS LAS CAUSAS DE MUERTE 2 A 4 AÑOS","TODAS LAS CAUSAS DE MUERTE 5 A 19 AÑOS","TODAS LAS CAUSAS DE MUERTE 20 A 39 AÑOS","TODAS LAS CAUSAS DE MUERTE 40 A 59 AÑOS","TODAS LAS CAUSAS DE MUERTE MAYOR 60 AÑOS","TOTAL DE MUERTES POR TODAS LAS CAUSAS","IRAG POR CONSULTA EXTERNA Y URGENCIAS MENOR 1 AÑO","IRAG POR CONSULTA EXTERNA Y URGENCIAS 1 AÑO","IRAG POR CONSULTA EXTERNA Y URGENCIAS 2 A 4 AÑOS","IRAG POR CONSULTA EXTERNA Y URGENCIAS 5 A 19 AÑOS","IRAG POR CONSULTA EXTERNA Y URGENCIAS 20 A 39 AÑOS","IRAG POR CONSULTA EXTERNA Y URGENCIAS 40 A 59 AÑOS","IRAG POR CONSULTA EXTERNA Y URGENCIAS MAYOR 60 AÑOS","TOTAL DE EVENTOS DE MORBILIDAD DE IRAG POR CONSULTA EXTERNA Y URGENCIAS","CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG MENOR 1 AÑO","CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 1 AÑO","CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 2 A 4 AÑOS","CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 5 A 19 AÑOS","CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 20 A 39 AÑOS","CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 40 A 59 AÑOS","CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG MAYOR 60 AÑOS","TOTAL DE EVENTOS DE MORBILIDAD DE IRAG POR CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO EL IRAG"
"16165","CENTRO DE SALUD VILLA ROSA","2019-01-02T00:00:00.000","5","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","3","0","3","1","10","1","0","2","3","0","3","1","10"
"16166","JOSE MARIA DIEZ SANCHEZ","2019-02-02T00:00:00.000","5","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","2","3","3","2","4","20","3","3","2","3","3","2","4","20"
"16167","UNIDAD INTEGRAL EN SALUD BUCARAMANGA","2019-02-02T00:00:00.000","5","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","3","4","7","12","9","10","51","91","77","161","293","871","819","632","2944"
"16168","ORTOPEDIA MINIMAMENTE INVASIVA LTDA","2019-02-02T00:00:00.000","5","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","3","16","92","113","44","268"
"16169","PEDIATRAS ASOCIADOS LTDA","2019-02-02T00:00:00.000","5","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","4","0","0","0","10","4","5","26","69","1","0","0","105"
"16170","ASOCIACIÃ“N PROFAMILIA","2019-02-02T00:00:00.000","5","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","2","0","0","0","2","2","1","0","5"
"16171","HERNANDO ALFONSO MUÃ‘OZ PEÃ‘UELA","2019-02-02T00:00:00.000","5","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","12","39","53"
"16172","SANDRA MEJIA RODRIGUEZ","2019-02-02T00:00:00.000","5","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","5","12","47","64"
"16173","AUGUSTO ALFREDO SILVA PARADA","2019-02-02T00:00:00.000","5","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","2","5","22","32","61"
"16174","CLARA ISABEL TEJADA GUTIERREZ","2019-02-02T00:00:00.000","5","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","13","19","31","63"
"16175","RMBUCARAMANGA","2019-02-02T00:00:00.000","5","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","0","7","0","0","0","0","30","30","0","60"
"16176","SALUD TOTAL SA CABECERA","2019-02-02T00:00:00.000","5","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","7","14","17","11","53","2","4","12","19","65","42","21","165"
"16177","SALUD TOTAL SA GONZALEZ VALENCIA","2019-02-02T00:00:00.000","5","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","11","8","6","0","1","1","34","13","22","20","11","3","10","6","85"
"16178","UNIDAD DE ATENCION PRIMARIA BUCARAMANGA","2019-02-02T00:00:00.000","5","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","15","11","18","37","14","15","115","108","134","327","665","1265","1267","947","4713"
"16179","SERVICLINICOS DROMEDICA SA","2019-02-02T00:00:00.000","5","2019","0","0","0","0","0","0","0","0","0","0","0","0","18","14","26","58","0","0","0","0","18","14","26","58","0","0","0","0","2","6","3","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","2","1","0","3","0","0","1","17","118","63","46","245"
"16180","IPS PUNTO DE SALUD SA BUCARAMANGA","2019-02-02T00:00:00.000","5","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","8","8","51","18","3","96","70","47","131","400","1266","764","264","2942"
"16181","UISALUD","2019-02-02T00:00:00.000","5","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","11","7","24","9","11","8","64","69","222","322","705"
"16182","FUNDACION UNIDAD MEDICA ADVENTISTA","2019-02-02T00:00:00.000","5","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","4","3","9","2","0","20","1","1","4","3","9","2","0","20"
"16183","YOLANDA ACEVEDO GONZALEZ","2019-02-02T00:00:00.000","5","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1","2","1","8","1","4","10","6","9","11","3","44"
"16184","CLINICA MATERNO INFANTIL SAN LUIS SA","2019-02-02T00:00:00.000","5","2019","41","6","19","39","64","11","1","181","59","10","26","68","119","19","4","305","59","10","26","68","119","19","4","305","37","2","1","6","3","1","0","50","0","0","0","0","0","0","0","0","2","0","0","1","1","0","0","4","92","71","95","139","71","4","1","473","170","117","219","374","315","21","4","1220"
"16185","GLORIA ELVIRA SOLER VELANDIA","2019-02-02T00:00:00.000","5","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","0","0","10","18","29","57"
"16186","NELLY PARADA ARIAS","2019-02-02T00:00:00.000","5","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","0","1","6","10","60","77"
"16187","PEDRO ARMANDO CADENA MORALES","2019-02-02T00:00:00.000","5","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","3","8","28","29","68"
"16188","SERVICIO PREVENTIVO DE BUCARAMANGA SPABSPREB","2019-02-02T00:00:00.000","5","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","4","3","2","5","3","22","3","2","4","3","2","5","3","22"
"16189","NUEVA MULTICLINICA DE BUCARAMANGA IPS LTDA","2019-01-27T00:00:00.000","5","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","3","0","0","0","3","0","0","0","3"
"16190","IPS CABECERA SAS","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","4","90","97","110","110","110","255","160","932"
"16191","ALIANZA DIAGNOSTICA- CONSULTA EXTERNA","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","3","4","2","4","17","0","10","15","20","25","30","40","140"
"16192","ALIANZA DIAGNOSTICA SEDE CABECERA","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","1","4","0","5","10","22","19","25","33","114"
"16193","ASISTENCIA MEDICA SAS SERVICIO DE AMBULANCIA PREPA","2019-03-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5","16","35","56","26","92","233","3","5","16","35","56","26","92","233"
"16194","UNIVERSIDAD INDUSTRIAL DE SANTANDER- UIS","2019-08-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","25","0","0","29","0","0","0","75","250","0","0","325"
"16195","EPMSC BUCARAMANGA","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","1","6","0","0","0","0","1","4","1","6"
"16196","CENTRO DE ATENCION Y DIAGNOSTICO DE ENFERMEDADES I","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","2","0","0","8","109","100","53","272"
"16197","SEDE AMBULATORIA BOLARQUI CLINICA CHICAMOCHA SA","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","6","6","27","9","0","50","0","7","21","64","199","91","24","406"
"16198","SEDE GONZALEZ VALENCIA","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","1","1","2","0","0","0","5","16","21","31","73","0","0","0","5","16","21","31","73","0","0","0","1","1","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","3","3","6","5","7","7","5","5","38","16","22","49","107","242","173","162","771"
"16199","CLINICA CHICAMOCHA SA","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","1","1","12","5","4","14","53","13","35","136","12","5","4","14","53","13","35","136","5","2","0","0","3","4","4","18","0","0","0","0","0","0","1","1","0","0","0","0","0","3","2","5","22","8","10","9","14","4","7","74","77","54","85","166","426","209","216","1233"
"16200","CLINICA REGIONAL DEL ORIENTE","2019-08-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","6","24","23","22","12","29","131"
"16201","CLINICA MATERNO INFANTIL SAN LUIS SA","2019-09-02T00:00:00.000","6","2019","41","6","15","34","59","4","0","159","54","8","22","63","108","16","3","274","54","8","22","63","108","16","3","274","33","2","1","4","2","2","2","46","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","4","105","77","97","138","78","2","2","499","185","136","188","381","292","25","5","1212"
"16202","IPS COMFENALCO SANTANDER","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","3","2","1","8","14","5","22","77","142","153","69","482"
"16203","CAFI COOMULTRASAN","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","7","6","18","0","0","0","0","5","7","6","18"
"16204","UNIDAD MEDICA QUIRURGICA COOMULTRASAN","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","10","11","34","0","0","0","0","13","10","11","34"
"16205","IPS COOMULTRASAN SEDE VII","2019-06-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","15","4","25","0","0","0","0","6","15","4","25"
"16206","JOAQUIN FELIPE MACHADO GALVIS","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","1","16","7","41","65"
"16207","ORLANDO IGNACIO LOPEZ VERA","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","0","0","4","8","31","43"
"16208","GLORIA ELVIRA SOLER VELANDIA","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","3","0","0","0","0","12","19","28","59"
"16209","FUNDACION MEDICO PREVENTIVA IPS PARA EL BIENESTAR","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","2","13","20","0","1","5","7","34","12","20","79"
"16210","SEDE BOLARQUI","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","5","11","13","15","45","3","4","8","94","334","478","860","1781"
"16211","SEDE FOSCAL SAN ALONSO","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","5","5","17","14","8","13","53","250","248","388","974"
"16212","CENTRO DE ATENCION AMBULATORIA-FOSCAL","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","4","28","17","47","56","57","36","27","268"
"16213","J GARCÃA HARKER CENTRO PEDIÃTRICO LTDA","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","3","1","0","0","0","9","5","0","3","1","0","0","0","9"
"16214","BATALLÃ“N DE ASPC NO5 HOSPITAL MILITAR BUCARAM","2019-08-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","3","2","2","13"
"16215","LOS COMUNEROS HOSPITAL UNIVERSITARIO DE BUCARAMANG","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","11","11","0","0","0","10","54","65","117","246","0","0","0","10","54","65","117","246","0","0","0","0","7","16","49","72","0","0","0","0","0","1","0","1","0","0","0","0","0","1","12","13","0","2","0","0","6","4","0","12","2","2","12","71","377","243","235","942"
"16216","JOSE MARIA DIEZ SANCHEZ","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","4","3","5","3","5","29","5","4","4","3","5","3","5","29"
"16217","UNIDAD INTEGRAL EN SALUD BUCARAMANGA","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","6","6","8","5","37","176","121","186","357","932","788","681","3241"
"16218","UNIDAD INTEGRAL EN SALUD","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","4","1","0","7","10","6","2","9","50","39","43","159"
"16219","ORTOPEDIA MINIMAMENTE INVASIVA LTDA","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","2","18","79","100","41","240"
"16220","PEDIATRAS ASOCIADOS LTDA","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","5","6","4","17","71","0","0","0","98"
"16221","ASOCIACIÃ“N PROFAMILIA","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","2","2","0","2","6"
"16222","HERNANDO ALFONSO MUÃ‘OZ PEÃ‘UELA","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","2","14","32","48"
"16223","SANDRA MEJIA RODRIGUEZ","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","4","18","43","65"
"16224","AUGUSTO ALFREDO SILVA PARADA","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","5","2","18","32","57"
"16225","ATENCION BASICA BUCARAMANGA","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","4","28","114","20","24","194","4","0","4","28","114","20","24","194"
"16226","RMBUCARAMANGA","2019-08-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","2","0","7","0","0","0","0","35","25","0","60"
"16227","SALUD TOTAL SA CABECERA","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","6","20","6","6","41","1","1","7","20","73","26","11","139"
"16228","SALUD TOTAL SA GONZALEZ VALENCIA","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","9","19","3","1","0","1","40","13","19","35","10","4","2","2","85"
"16229","UNIDAD DE ATENCION PRIMARIA BUCARAMANGA","2019-09-02T00:00:00.000","6","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","12","23","19","49","24","8","141","101","139","305","678","1513","2394","1179","6309"
